0,Abyssinian
1,Bengal
2,Birman
3,Bombay
4,British_Shorthair
5,Egyptian_Mau
6,Maine_Coon
7,Persian
8,Ragdoll
9,Russian_Blue
10,Siamese
11,Sphynx
12,american_shorthair
13,devon_rex
14,exotic_shorthair
15,japanese_bobtail
16,munchkin
17,norwegian_forest
18,scottish_fold
